image_name,camera,captured_at,source_path,selected_path,size_bytes
belen_titan_07_2026-03-17_164412.jpg,07,2026-03-17 16:44:12,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_164412.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_164412.jpg,1332906
belen_titan_08_2026-03-17_164417.jpg,08,2026-03-17 16:44:17,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_164417.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_164417.jpg,1211971
belen_titan_01_2026-03-17_165846.jpg,01,2026-03-17 16:58:46,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_165846.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_165846.jpg,427536
belen_titan_04_2026-03-17_212708.jpg,04,2026-03-17 21:27:08,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_04_2026-03-17_212708.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_04_2026-03-17_212708.jpg,375997
belen_titan_03_2026-03-18_102124.jpg,03,2026-03-18 10:21:24,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-18\belen_titan_03_2026-03-18_102124.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_03_2026-03-18_102124.jpg,941714
belen_titan_05_2026-03-17_165859.jpg,05,2026-03-17 16:58:59,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_05_2026-03-17_165859.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_05_2026-03-17_165859.jpg,1171966
belen_titan_06_2026-03-17_165904.jpg,06,2026-03-17 16:59:04,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_06_2026-03-17_165904.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_06_2026-03-17_165904.jpg,983122
belen_titan_07_2026-03-17_165910.jpg,07,2026-03-17 16:59:10,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_07_2026-03-17_165910.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_07_2026-03-17_165910.jpg,1123205
belen_titan_08_2026-03-17_165915.jpg,08,2026-03-17 16:59:15,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_08_2026-03-17_165915.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_08_2026-03-17_165915.jpg,1247273
belen_titan_01_2026-03-17_171346.jpg,01,2026-03-17 17:13:46,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-17\belen_titan_01_2026-03-17_171346.jpg,D:\SUBASTA\deteccion-rumas-belen-para-roboflow\seleccion_nuevas_roboflow_100_exact_balance_20260408\selected_images\belen_titan_01_2026-03-17_171346.jpg,451188
